healpix_5,avg_pmra,avg_pmdec
2283.0,-7.093196758607657,-7.325329689003005
4957.0,3.7006397111799756,-4.682531283014577
12004.0,0.7826558985792669,-6.004828826512153
9428.0,-8.233878437782131,4.760513851506804
2815.0,-4.837461259257524,-4.627963866714568
12001.0,0.050576954602511125,-6.180685305433064
128.0,5.788177423771578,-5.320499217909154
140.0,4.55613580481552,-5.055620383761857
8996.0,7.632464487814292,-3.580287959290666
9908.0,-0.8615830525877342,3.1509361429505423
10547.0,-2.7656007147594615,-6.025190903902382
9520.0,-9.604871988117605,2.4227289202980766
10670.0,-6.2518793656453715,-5.216870398832268
1106.0,-5.719648392790989,-5.212861193426116
7633.0,-0.7760371158706872,-5.163911457279059
1664.0,1.0966574541667433,-5.740867307205512
5079.0,1.6053125162990736,-5.021532747282812
4340.0,7.5527126625259395,-7.444538203967371
6218.0,-11.142294080550895,-2.0126976128963237
13.0,4.512567352030811,-5.464702456899137
1375.0,-6.002740227259022,-10.014114184977092
12170.0,0.8700032728737458,-6.761710161620025
2212.0,-7.8766342351483445,-4.969203397753699
10492.0,-6.301027487188735,-5.18885647770328
1154.0,-3.108915131207476,-4.065655629071318
8578.0,7.419519676279293,2.511722146649402
11023.0,-8.199148228737574,-5.602520181400206
11461.0,6.032946416217825,-8.545998288906882
10137.0,-4.276848490655523,0.34416406612745504
2214.0,-7.91711950635118,-8.575659691876487
1096.0,-5.78120938476116,-5.544023580431912
3949.0,-0.8422990632161059,-0.9960156308252477
10653.0,-3.57093930994596,-5.037191339307623
2903.0,-2.035944780444075,-0.8991196920979229
7080.0,-4.2694023517406725,-7.814997716078492
6115.0,1.6513180293609429,-5.261961102419503
7356.0,-1.9253929214020575,-4.55419087355515
9189.0,9.172700275339738,-5.308167563897885
1488.0,-2.8745412756035096,-9.165925732257483
420.0,2.226385849159393,-4.821651534499535
7232.0,-0.2674625498792695,-5.565591346167093
3282.0,-1.6029632250141221,-5.256446629995354
283.0,2.755011317105559,-5.004092092005575
3535.0,-0.6965093548689034,-2.5359240888706447
9153.0,7.825225640051469,-3.9460121158560515
2141.0,-4.6726081189492845,-5.243897455150478
10381.0,-8.708771748403247,-3.207672886040926
1909.0,-3.3996058099628224,-4.145329529073057
2425.0,-2.725119965620352,-2.8791760201759806
10585.0,-1.6103630398666702,-5.653819266548454
8115.0,-2.4708041540495094,-4.97950190242537
5538.0,0.5068221424628656,-2.373013686689837
10777.0,-9.204712439163794,-2.7410642153757068
6240.0,-10.617135785152144,-1.7825105124976173
7613.0,-0.7019207566867524,-4.660614847366845
8408.0,9.227614206703896,3.3974211193760224
7796.0,-2.095226774330174,-5.233244548984543
9382.0,-1.7359922981157896,8.409390269191476
12091.0,1.3101637930472634,-7.515260244884921
7009.0,-9.170963598146512,-6.82935598662764
1233.0,-3.0429167419374195,-7.206963846409022
347.0,1.9040113076248208,-5.711011701537768
5047.0,-0.6803044795910697,-5.783881309396638
844.0,2.0904539057558886,-3.8795590754093947
10504.0,-2.4775177509979462,-7.758195722792202
816.0,2.0156857804078587,-3.0865138840651953
11868.0,2.2017584481979138,-7.272606424289674
6788.0,-6.555017667907724,-2.2213140491851058
3683.0,-1.4171161550089173,-4.59220623692322
7496.0,0.33004157444029414,-6.135611351676491
2436.0,-4.9322362157409385,-4.460746405084048
8313.0,7.115835501286512,3.7655277129168288
7459.0,-0.2306396467727241,-4.913346615443751
871.0,2.2115006439758704,-2.707053233853109
3515.0,-1.2793992915558299,-3.540775281179612
11591.0,7.79173414871815,-8.125604579030975
235.0,3.0988219236492305,-5.510955094112254
2119.0,-4.825084788237664,-6.291141302415521
8365.0,9.584384821660114,-2.0558717745500723
11340.0,9.249911066279077,-5.205547579090313
10706.0,-2.6272334343709205,-5.081507006608181
2574.0,-7.848637357803706,-6.2944487639805695
7047.0,-7.754471952045398,-8.395264093209732
4325.0,4.478830210054064,-8.464035812145134
6561.0,-11.32922677787541,-5.338782634999567
6033.0,1.425306438983384,-4.434069556819557
4055.0,0.2691443361958106,0.2006195824755056
321.0,1.7583670626759182,-5.424520149385029
11513.0,3.813456121673894,-8.334377015899532
1254.0,-3.0920958492576833,-5.931745190594668
1225.0,-2.893326659977598,-4.906788631014825
5470.0,-3.9921518860741005,-3.167902598145456
8297.0,6.926838792283701,5.179551083380608
11238.0,-6.879493284353827,-7.003409863138584
145.0,5.10482852178898,-6.36740469833273
7429.0,0.5425858637247316,-5.201978641528146
2918.0,-2.9290967844641456,-1.8620555959669733
2509.0,-3.3782224343020006,-1.3743004372472722
9650.0,-7.134169615221807,2.973951677609016
3717.0,-0.9939120024541583,-4.561323379913256
6693.0,-7.905548507022653,-0.7503959531688311
3859.0,-1.6948891380253601,-3.600123927250365
6945.0,-7.202916285248712,-8.503021681406969
11955.0,0.26494215216404104,-6.112065166575938
6190.0,-8.469246522253224,-1.4685123062160808
6743.0,-8.315681545768873,-4.52478889979775
7395.0,-1.4894845659524225,-4.25028319639551
6437.0,-10.91988110624736,-5.665502727073431
90.0,3.503159772560126,-5.778961293591157
9471.0,-6.095607099392148,4.618091964261615
9383.0,-2.055602432228285,8.646751647725829
4001.0,-1.6355901814077072,-2.187767284425259
78.0,4.035986417120005,-6.146841526610142
5959.0,-0.21880402568987514,-5.084309043336257
11727.0,5.3185503895297295,-8.027768560746814
7013.0,-7.1947232421250815,-9.148619763355105
2013.0,-2.2172747396992927,-2.704268784848406
9572.0,-10.304330592999928,1.5779989159685355
8928.0,9.815380425545177,-6.023857401771152
3619.0,-1.100428595032615,-4.731332098117894
11001.0,-9.508757081685795,-4.1395366423028666
5870.0,3.7979226102471295,-4.932325772653172
10181.0,-6.459646628473424,-0.8976792859284018
8852.0,8.9071187277293,-5.543312471193766
11639.0,5.332646247598408,-7.59422266553685
3817.0,-1.9369451555584456,-3.6578737965759482
6578.0,-8.763637912257131,-5.525811532908936
3654.0,-1.4874775668683093,-4.836918266229727
10790.0,-9.762930567867386,-1.06128477229143
1288.0,-4.376977537692011,-8.192447474867615
10262.0,-3.505539401023399,-8.767858760994866
2085.0,-7.940022329285221,-5.296421730418578
9655.0,-7.776087157826023,2.1850659194214823
6386.0,-8.741721348887262,-4.45424122644056
1747.0,0.2432982003923116,-5.812465362720472
4548.0,5.1539699254826665,-5.735651983482395
7480.0,-0.36462295982816356,-5.407703247512506
4062.0,0.4965755088897386,0.3355150279665258
7901.0,-2.94156936004703,-5.885722433714321
5970.0,-0.1949879685406564,-4.494269022007875
2469.0,-5.295627787370664,-5.146062722980849
2712.0,-8.594770953509649,-8.3940054628081
2293.0,-6.824728794039711,-5.248531049172335
425.0,2.2428455945340002,-4.267160972006554
9432.0,-7.065139784159636,5.6009037542109175
8964.0,8.976957325313322,-1.48031290924626
9881.0,-1.0203511890498385,4.489086134913776
6616.0,-9.024185374900929,-5.086144750483369
10489.0,-6.79265967059221,-4.899143435027035
1441.0,-2.1804744918816334,-6.2644822754054585
4974.0,2.3102703468337658,-6.425508662440641
1970.0,0.3922453476752381,-4.835253635420732
2645.0,-6.04778504795097,-4.3386785714372875
11443.0,2.5778699877460824,-9.167121902461584
2527.0,-1.829178242826871,-1.8235406748512064
11752.0,2.50641500538113,-8.242768383439806
8329.0,9.604537803806481,-1.2331446799669956
6593.0,-10.36100669967024,-4.935378165837479
11400.0,-0.4837369547633072,-9.175599931047865
11895.0,2.1884243786322193,-6.423540237817293
8518.0,1.8633461282362738,4.55524078843617
7987.0,-1.7630378093768588,-4.983331153366968
10291.0,-7.110977512713837,-6.095830317094395
7877.0,-3.0144188923242923,-5.472186885816502
5061.0,0.6251287289993255,-7.209468594155354
2945.0,-5.717144006544002,-5.657818915693037
6387.0,-9.442005718214228,-4.334846284193642
10955.0,-10.21850258578161,-4.06330033585474
4304.0,4.18889367793287,-6.717508104936573
11896.0,1.1005984349868847,-6.37626090492182
10720.0,-4.213357233176077,-5.304420233294619
4577.0,6.8438596080255385,-6.439902692362573
2477.0,-5.2477413012504295,-3.892595908831725
2974.0,-2.3270314039726023,-3.1817739538290017
6282.0,-9.395862877304948,-0.41476904312713975
11320.0,4.875474565369764,-8.972390777006154
11372.0,5.890711229933605,-7.594953590561462
3853.0,-1.6833605053260465,-3.6212510401754985
946.0,0.6839942390057262,-0.9725565523413623
6251.0,-10.437941571824124,-2.9246338016823827
8647.0,4.124198995881683,1.6049675293762735
8023.0,-0.8149407279613825,-4.967511023615967
73.0,3.4024020746712225,-5.758149383663677
3696.0,-1.553802173196719,-4.505076351315151
6250.0,-9.487578294371016,-2.976543012265051
168.0,3.9017092022215265,-7.5551916790183
11080.0,-5.968563945002235,-5.545022484453862
727.0,1.440849456528196,-2.5233134330255265
8971.0,7.4211140613595035,-2.654496963820612
1714.0,0.8220133276874174,-6.164482734154663
2980.0,-5.486262353980056,-3.9383066125290593
852.0,1.4105828574147259,-3.6807371621693483
1090.0,-4.665667873312211,-4.43114876139312
11776.0,-0.11537314818466096,-8.544553070143275
6141.0,1.7717171246156722,-6.395939642634613
5956.0,-0.3007537365275855,-4.519318733347169
10328.0,-2.8340483117661917,-8.035807402713907
3815.0,-2.2667325673537024,-3.104425767587475
12142.0,1.4732204561988467,-8.037069388700415
2768.0,-4.7242834945270085,-6.217406715162083
4562.0,6.55556275591259,-6.067408768868894
7768.0,-2.3083223173611485,-5.139072496365831
4756.0,2.4138443075791782,-6.85359498776881
5799.0,4.509840941030776,-4.689280142292842
3769.0,-1.7512221477576548,-3.118265244968126
10793.0,-9.492277940959415,-0.409621609408481
10162.0,-3.7041384655729663,-0.049295769196810585
944.0,1.1436049068242593,-0.9644520537078742
9925.0,-3.139229713884177,3.5902026776695086
10475.0,-7.493466041331425,-3.9928487530700236
5640.0,4.579062025505314,-2.0154579283820637
9208.0,7.238777255009866,-4.3339329208056
9620.0,-8.405204874431773,2.2544581548579594
1133.0,-5.046554220009362,-7.398303484667077
10457.0,-5.382424687772263,-5.287212976388317
3760.0,-1.02834296098328,-4.249364677947856
8584.0,7.836058352478194,3.977820839042838
5641.0,4.728328913695586,-4.186225440652463
3389.0,-0.6223122875549131,-4.328869144843906
8060.0,-0.8875760500409646,-4.573428647084046
2705.0,-8.64007702782233,-8.67274229711522
8142.0,-1.8424247910092044,-4.530241776299785
2888.0,-3.6966924847265537,-2.834579313500485
12222.0,0.16784634684665606,-6.135053013622466
10033.0,-5.741643999154477,1.7497093493595992
111.0,3.7144533722213984,-6.080238662042554
1820.0,-2.500310719348359,-7.342482127988551
10183.0,-6.161916340978484,-0.7979956468814918
2692.0,-8.528317363562493,-7.003966906087483
6984.0,-6.437651958165957,-10.10503876587085
5172.0,1.0979737612901415,0.8004408800599313
1733.0,-0.4275459565183371,-6.662978958396312
9799.0,-4.879041223808105,5.141120863517899
8395.0,8.971728878876291,-0.22893391601467436
1811.0,-3.7480367114309243,-4.601919817054301
11344.0,9.845040026219614,-3.740712131849248
9608.0,-8.28729970406452,4.661536352902375
9830.0,-3.6493271297105325,4.88831297135598
1100.0,-5.81885201873114,-4.437092342528341
1551.0,-0.5153328419479523,-6.237681150480616
10945.0,-9.845864350885831,-3.710426784985529
7957.0,-0.8516753458601616,-4.570112568331153
5519.0,-0.36145295789575166,-2.5145162008780324
4762.0,-0.07032571728368182,-7.466770773631549
8479.0,5.064828546603321,4.896190088034746
5933.0,1.8435505267596024,-4.6037866912853
10621.0,-1.280367200258992,-4.576607040062636
2924.0,-3.5569411721683637,-1.4046946094143777
3241.0,-0.7657977599184984,-4.82202729594513
4285.0,4.479411788892715,-8.413492863629369
8653.0,5.373030466519353,0.25159152227281345
5960.0,0.2719013605513849,-4.343377295166863
6484.0,-7.2956896478542115,-5.860707708707601
3285.0,-0.5944372006324325,-5.0813801315990705
6021.0,1.8201061630389486,-5.023764923760061
3575.0,-0.33195268468516725,-1.6300116571613312
6606.0,-7.005991021303752,-8.535273766745298
3910.0,-1.4939395963206905,-2.0271932681929137
8757.0,9.405784264643389,-3.526482841180534
9723.0,-8.915121390460687,0.11440918287361967
6310.0,-9.051770291849977,-2.2010004380697623
479.0,1.890257605345182,-4.908668910270023
4273.0,5.4282541391965395,-11.35258205169339
10873.0,-8.477351055924778,-5.025487882558704
8087.0,-2.49538754131315,-4.834403213010323
35.0,6.3350879214341385,-6.986842372736014
8751.0,10.813819969794304,-1.5189899116333172
8164.0,-1.6786688076461076,-3.77303253709965
8684.0,6.092847689709092,-0.9713467696138185
10701.0,-2.831366912843266,-5.303649802312133
6439.0,-9.470648579038944,-5.600489848738874
8663.0,3.434531689203026,-0.8379174862668807
4282.0,4.082459373937323,-7.570548698981238
2447.0,-4.818498866285808,-3.9243429377885377
1666.0,0.8100000935426384,-6.0149214712571135
81.0,2.845721574816964,-5.422860567285357
8727.0,10.13366630460624,-0.7929224289479542
8419.0,10.39727818704076,1.2578679909082244
4633.0,3.5451818235596586,-6.029288589400609
6626.0,-10.312940166761086,-5.976859438254403
11626.0,4.419100840421602,-8.80819737665727
6632.0,-8.524733704947783,-6.3732615435115845
9365.0,-5.976732732706833,6.854214577027183
4531.0,6.130927036280668,-6.9265324764771945
4463.0,6.311891996370773,-6.717802713540973
1487.0,-0.696439992643192,-7.303484678570517
23.0,5.565254906125795,-5.446662394013404
4258.0,6.352757155531132,-7.720766229373165
4676.0,3.1688488394077168,-5.759585325999254
9811.0,-5.368768003650046,4.681386491207324
1046.0,-5.226929391564144,-4.010686687008938
1227.0,-3.177418344457588,-5.873540583277584
3371.0,-0.7502431808017304,-4.626042876718683
11976.0,0.7886675087281547,-6.785148139345049
6084.0,1.0627867600605414,-4.955242886405403
4694.0,4.426995336842787,-9.256084544497138
10223.0,-4.004527353489693,-2.6762579671616873
8731.0,8.636885637351275,-4.342170704987324
11610.0,9.594652910406577,-8.3475465111552
4951.0,4.395373593640487,-5.748593235354876
11450.0,1.2510885160226148,-7.696855940763495
723.0,1.6395343670442433,-2.6917460294155955
12195.0,1.2139487270300837,-5.533975505771473
4772.0,1.268045856588586,-7.501380191286397
4462.0,5.792608879709619,-6.7250951302339
6873.0,-7.323566879838754,-5.8993935868053375
8652.0,5.934379913426762,1.055643666370965
9213.0,5.073940460392672,-3.9249022423532476
10897.0,-9.603369663628856,-2.3563771610720576
9605.0,-8.675504356145938,3.1751691007084735
3127.0,-0.5810436405824073,-6.43156202197788
10002.0,-6.249192813467944,2.417752661384216
1089.0,-4.79611602271,-5.336600976880414
9027.0,6.777664938777953,-1.835575567932209
8301.0,7.238478527305136,5.602423326532883
5945.0,1.1237817602284266,-4.689126948624689
6370.0,-10.030248999166377,-3.9777716280412174
11495.0,4.058192392741411,-8.716126272568756
12044.0,3.431273403139261,-8.452569408338823
1841.0,-2.3982397923865393,-6.070448303678843
5255.0,2.9604714333929514,0.5504679950892385
10233.0,-5.4085352804196845,-1.170785629875118
2719.0,-6.478361480879776,-5.608274241788405
5735.0,2.595055681050436,-3.2749166235045606
12262.0,0.01647008520175436,-6.557188183889334
2537.0,-4.106920295564768,-4.089526860785386
5607.0,-1.1522436326472478,-4.531537683421582
10211.0,-4.356641993059283,-0.4268374352840143
5892.0,0.5512546828757667,-3.033928059965369
6546.0,-10.713763426443078,-5.188402723495607
10574.0,-1.8784261921803165,-5.874658127497362
11669.0,4.754627068609106,-8.267150560001204
1655.0,-1.9348027904297052,-6.12444906599521
8535.0,1.779136584088583,4.424943680521929
10354.0,-4.747154783241136,-7.09762390043794
9253.0,-5.741166846691995,8.130594657971095
4257.0,5.335355436172797,-11.161299813920397
11062.0,-7.297197317877695,-5.567680752867036
9037.0,6.122637976981442,-4.355786481992724
3271.0,-0.9666560877288932,-5.41564567067529
7775.0,-1.5445017382814032,-5.019918273957474
69.0,3.100381629386594,-5.6666293830969945
85.0,2.8995937768453905,-4.4353922740306535
8379.0,10.743088773150776,-0.4461598972059392
5632.0,4.579172247494561,-2.146394410378601
8245.0,6.931730940195242,6.793726914888555
9673.0,-8.224357155412738,1.6344414765561903
1612.0,-1.6610795196435788,-7.0181843813296165
8014.0,-0.8254610804273291,-4.863742094093131
245.0,2.759296432911381,-4.5947922781959045
7055.0,-6.697137149364586,-7.342848001284759
1933.0,-0.8808931992348077,-5.927990232930101
773.0,2.036084107426028,-3.672528951452115
4292.0,6.736972249634366,-9.756206938224338
3819.0,-1.6249751395926906,-2.458226602809607
9196.0,4.5516341705101055,-4.627709143293768
9291.0,-8.988228243148704,4.142741350268089
11165.0,-8.038701827885735,-5.935237001016705
1950.0,0.42695534509769667,-4.670911225995761
1954.0,0.9236043947632563,-4.728542087972612
2584.0,-8.160278401222987,-7.691598579889373
850.0,2.563130348198478,-3.9112381974279353
5234.0,-0.5862663655021421,0.3014482656885992
5347.0,1.5155607321673723,-1.8115861125606312
11571.0,7.311822723389682,-8.611881034452106
12010.0,0.053555089844944885,-5.590400543469018
10742.0,-2.6904627837210193,-5.2467572372371905
7706.0,-3.5487241534515848,-5.689810784736263
8229.0,9.500340419195062,4.800763296724725
539.0,2.496312052572768,-4.3198605468871145
5818.0,5.284569887989945,-4.996099208843344
4104.0,7.679848479026379,-8.04122858230437
2279.0,-6.587038802035538,-6.9114734230772195
8571.0,4.390999308394068,2.421632141693034
10775.0,-8.476229892849101,-3.487817539821202
5806.0,5.016667969250995,-4.743918730208603
6152.0,-10.563308093974971,-0.4457099247171801
11281.0,10.104554430048841,-3.9289567368922684
10384.0,-8.369584085742598,-4.616878960376524
3390.0,-0.8815848237185079,-4.2974385830818855
9551.0,-9.545169080540477,0.8931359250561614
10067.0,-8.328231894361426,0.015751654384355142
7852.0,-6.261530090243411,-6.517035669844222
12158.0,2.5527857001452405,-6.549767691198782
1814.0,-2.0325380231275836,-7.066392657823107
6670.0,-6.790044180176782,-1.9941982412857795
3561.0,-1.164127547810108,-2.6084984015050314
9349.0,-3.325514453282754,8.741614259858116
6377.0,-9.266190988113339,-3.603897620932073
1949.0,-0.19641323672738492,-5.345128059812193
708.0,1.6327159790408852,-3.41814730979931
10498.0,-1.8695456768643068,-7.930297575100804
5274.0,2.6686282651395636,-0.4259693583182344
3814.0,-1.3654277529938408,-3.281918878586549
764.0,0.6106874524111223,-1.4076588001523958
6101.0,0.08890484172250415,-5.919113570539415
6087.0,0.8585229680388622,-5.4845251448654215
1013.0,1.1062384230861873,-2.8883527087570444
12273.0,-0.05109608067317463,-7.315312807952325
3475.0,-1.3934119465976855,-4.2349049474475615
8327.0,11.025176816318515,1.5497075428896343
2921.0,-3.2228135167350698,-2.5056504920414437
3290.0,-1.2434481449840369,-4.615375185887325
1994.0,0.20398767919142569,-5.591831289252877
5152.0,2.61369904453271,1.5186270382115907
2908.0,-2.147252172252298,-1.2482924382295157
106.0,3.943999507651143,-5.745421011153897
3312.0,-1.0358286406617554,-4.945348341723566
6327.0,-10.026259277209782,-1.5726896827964543
1854.0,-0.8948885713841995,-6.736394255528196
1414.0,-3.763453682300308,-6.919128634980237
11799.0,2.5749119778693927,-8.780586388033273
11801.0,1.4225270154083156,-7.352521727842127
1466.0,-2.840181031980404,-6.532490446775769
6497.0,-10.90179778608084,-5.81226120799965
7401.0,-1.5421820355017355,-4.913931554041798
4442.0,6.240590608237312,-5.455383658730912
1160.0,-2.6008588920207605,-4.436903407410014
272.0,2.449621032647127,-5.351087277489179
2476.0,-4.6993871457053995,-6.235849502322183
3759.0,-2.2172745577833215,-3.0188861048567737
7833.0,-4.467888874171978,-6.622088098996694
7595.0,-1.0032875877429883,-4.591050645613611
4399.0,6.0260148064414505,-5.476713085349606
10304.0,-1.9690701380916198,-8.420858248601153
5105.0,1.6746843258846806,-4.931704738303451
2043.0,0.9686618016419153,-2.204672880630996
2500.0,-2.541592835978762,-4.5239338173676735
10808.0,-9.68038425894145,-2.0212453860251447
6651.0,-5.42420623149144,-5.935101445334872
2258.0,-4.383759732363737,-7.433247079276926
4639.0,2.9981680702779476,-7.519468440888374
4899.0,2.9920261637064227,-7.512950633900595
5130.0,2.6157586535451576,2.17824588151232
5194.0,-0.3966117361745211,1.4247562762833805
1842.0,-1.1189074448488487,-7.263136731350244
5460.0,-4.881331275414668,-1.5001303914084667
10076.0,-7.560423063242606,-0.5567832568758585
2350.0,-4.364685052976376,-5.8825779231378235
2910.0,-2.3668287186071213,-1.3972229837949908
8817.0,9.411533350342518,-4.451947103626463
2192.0,-6.25588717994181,-6.859793682789584
1478.0,-3.469647357727183,-6.191873274070869
6477.0,-9.751662319890569,-5.445147761498973
4490.0,4.836926425776041,-8.44024124330278
5659.0,3.685305074153847,-2.75686812256758
7536.0,-0.2545466056137636,-5.807119126035065
6815.0,-8.142815904732926,-3.031863003012849
1283.0,-4.549021315410008,-6.954645023051839
10564.0,-1.1117236232391046,-7.09034769225407
10539.0,-3.845526647395753,-5.677615701743549
1686.0,0.3200784374172094,-6.430357860300907
11389.0,6.6226142502269,-7.509782177338948
1169.0,-2.888207716836325,-4.465240265190722
8602.0,6.970888119611538,0.5263661353044364
11192.0,-7.832609593632636,-4.5244565503460565
10375.0,-8.830909811129839,-3.197306641591392
2255.0,-8.266627028995075,-5.419506255815621
12018.0,0.4927816642017722,-6.370809060972774
405.0,2.555277681927625,-5.128236322086477
213.0,2.7635604609770943,-5.336720792793619
1284.0,-4.070377347491964,-8.96525624720979
7681.0,-2.8842510569967796,-5.577496549320648
1174.0,-3.335080826288119,-6.303949546480931
12058.0,2.722711469416824,-7.995257419012108
3469.0,-1.352926599747369,-4.600339865203309
